File,Result,Variables,Clauses,Time(seconds),Memory(kB)
cnf/ibm32.mtx.rnd_n32_k16/ibm32.mtx.rnd_n32_k16_w2.cnf,UNSATISFIABLE,1554,7241,0.04,45248
cnf/ibm32.mtx.rnd_n32_k25/ibm32.mtx.rnd_n32_k25_w2.cnf,N/A,2521,11852,13.27,120592
cnf/ibm32.mtx.rnd_n32_k25/ibm32.mtx.rnd_n32_k25_w3.cnf,N/A,2521,13084,10.02,119300
